Taiyang Syndrome	太阳证	tyz
Yangming Syndrome	阳明证	ymz
Shaoyang Syndrome	少阳证	syz
Taiyin Syndrome	太阴证	tyz
Shaoyin Syndrome	少阴证	syz
Jueyin Syndrome	厥阴证	jyz
Dampness	湿	s
Phlegm	痰	t
Water Rheum	水饮	sy
Water	水	s
Blood Stasis	積血	jx
Blood Deficiency	血虚	xx
Qi Depression	气郁	qy
Glomus	痞	p
Zheng Qi Deficiency	正气虚	zqx
Obstruction	痹	b
