Toes	趾	z
Ball of Foot	跖骨 	zg
Heel	足跟 	zg
Top of Foot	足背 	zb
Ankle	足踝 	zh
Lower Leg	小腿 	xt
Knee	膝	x
Thigh	股 	g
Hip	臀上 	ts
Groin	阴部	yb
Buttock	臀中	tz
Lower Abdomen	小腹	xf
Middle Abdomen	中腹 	zf
Upper Abdomen	上腹 	sf
Lower Back	腰部	yb
Middle Back	背中 	bz
Upper Back	上背 	sb
Flank	腰側 	yc
Chest	胸 	x
Shoulder	肩 	j
Armpit	腋窝	yw
Upper Arm	上臂 	sb
Elbow	肘 	z
Forearm	前臂 	qb
Wrist	腕	w
Palm	手掌 	sz
Back of Hand	手背 	sb
Fingers	手指 	sz
Thumb	姆指	mz
Neck	颈	j
Occipital	脑后 	nh
Face	面	m
Head	头	t
Big Toe 	大趾	dz
